Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU44,OUT046,2588.646227064237
DRG39,OUT035,779.2784787589964
FDU32,OUT049,2020.0774579503932
FDY27,OUT049,2894.1966201384553
NCP54,OUT013,1995.121041736763
NCZ41,OUT049,1996.5339761211624
DRL49,OUT013,2086.5803614418637
FDI05,OUT018,1252.867544514551
FDY56,OUT045,3759.226144743487
DRC13,OUT013,1994.0484880276792
NCV29,OUT017,2892.8965803295073
FDR24,OUT049,1331.7388306491503
FDZ34,OUT018,3053.977357666154
FDP37,OUT035,1988.8305430867053
FDX08,OUT027,5313.992617945977
FDS57,OUT045,2065.79229727494
NCG18,OUT049,1613.3183395577353
FDK25,OUT018,2494.035174121153
FDH53,OUT049,1286.9767752267041
DRI59,OUT018,3539.6770828740305
FDA52,OUT046,2854.5173883404573
FDT20,OUT010,106.28348282450614
FDE36,OUT019,368.907866118944
FDI24,OUT017,2827.029123006496
FDB28,OUT018,3185.5046818072315
FDV11,OUT017,2841.080057445259
FDP01,OUT046,2390.3321857462292
FDD34,OUT027,4038.4949234204228
FDJ50,OUT027,1333.8370716720874
FDZ44,OUT013,1984.0525914875511
DRO59,OUT035,1230.9198441417896
DRB48,OUT045,630.0824027604639
FDR21,OUT018,2719.812152522779
NCE42,OUT010,583.3640126540911
FDO23,OUT046,1482.969444762013
NCE30,OUT018,3323.9980006219917
FDQ22,OUT035,626.7145271476619
FDY01,OUT045,1968.1043802788888
FDS08,OUT017,2816.436247866721
FDG28,OUT018,3634.146071487001
FDQ51,OUT018,706.3754229891139
FDB05,OUT017,3870.2471133422177
FDO56,OUT049,1983.7893543782995
FDE02,OUT018,1356.7700810176686
FDN45,OUT017,3624.488413177878
FDS09,OUT013,726.6081353885926
NCA54,OUT018,2900.563563417066
FDP09,OUT010,515.4029158189609
FDC53,OUT045,1557.2386934705119
NCM55,OUT017,3079.2443749258146
FDL09,OUT018,2563.0819286872706
FDA11,OUT019,259.27997100270727
FDA50,OUT045,1488.863380758063
FDC23,OUT017,2985.7011698297447
FDE22,OUT049,2564.9648032559116
FDD23,OUT046,3238.419598090677
NCA29,OUT049,2854.9914755728955
FDK38,OUT046,2487.9387339373843
DRC13,OUT046,2010.4416132021463
NCP43,OUT049,2923.6254104863456
FDX28,OUT049,1562.8912429685602
FDF08,OUT049,1331.7388306491503
FDZ33,OUT046,2538.8065317567375
FDD10,OUT049,2892.02709804232
FDO58,OUT017,2611.829244369998
FDI50,OUT017,3833.7816502547207
FDO58,OUT045,2629.701428583454
FDX08,OUT013,3010.712374801149
NCK17,OUT010,99.3422711063353
FDF39,OUT035,4179.454439704442
FDU45,OUT010,253.6488169741745
NCJ18,OUT018,1892.3165274983871
DRC27,OUT019,545.3351627293526
DRC25,OUT035,1342.642757670198
FDU59,OUT035,2548.1489389406574
FDU28,OUT035,3063.836938327212
NCP30,OUT046,634.7742042729234
FDB39,OUT018,840.4931549331513
FDE41,OUT013,1314.8500488251082
DRH11,OUT010,153.05131294567937
FDA58,OUT045,3750.087692415633
FDU50,OUT046,1977.6131380011311
FDM34,OUT013,1987.092689640179
FDM44,OUT027,2605.010958218738
FDR39,OUT045,3078.152966719511
FDM25,OUT045,2804.0051375933444
FDQ49,OUT049,2458.4317003680067
DRH25,OUT018,748.0997741531346
FDM09,OUT027,4149.963577008163
FDL44,OUT019,388.9641801859018
NCR42,OUT018,569.4158150076921
DRL59,OUT046,779.2784787589964
FDX43,OUT013,2613.42295881467
DRK47,OUT010,496.1067691978849
FDU48,OUT018,1912.0814866159199
FDY12,OUT045,742.7813305699005
NCN43,OUT018,1930.0681960513912
NCM55,OUT018,2996.371971782943
FDQ21,OUT027,3351.1446671281183
FDX13,OUT035,4022.0794045819475
NCK30,OUT027,6011.3584932294525
FDG20,OUT049,2854.4377915536274
DRG27,OUT017,633.2801949232648
FDY14,OUT018,3903.5267801404943
FDP59,OUT035,1617.6124934199697
FDU60,OUT017,2674.5904406031273
NCC18,OUT019,370.413427896495
DRJ39,OUT017,3675.5075813315566
FDS07,OUT049,2164.0410360752376
FDM08,OUT027,5651.494212786298
FDP51,OUT045,1962.1660602395755
FDU16,OUT035,1330.918169533841
FDH12,OUT013,1612.7499390734572
DRE48,OUT010,478.1389853404797
NCL42,OUT027,5994.722458566809
FDR21,OUT045,2850.6206529901106
NCW29,OUT035,2006.9237539665517
FDO11,OUT013,4034.6183175632095
NCM31,OUT049,2077.668666862439
FDV35,OUT019,449.61404341985724
FDF58,OUT017,935.6233689193787
NCE43,OUT049,2694.220017723825
FDA02,OUT035,2330.2303983309826
DRL37,OUT010,81.95646245757123
FDR24,OUT018,1333.9716635441605
FDW59,OUT049,1309.7861386835891
FDS22,OUT049,661.337587661089
FDW24,OUT017,742.7813305699005
FDU24,OUT035,1500.658025129541
FDA21,OUT027,5363.247998548602
FDH58,OUT027,3090.6065201484116
FDW36,OUT018,1577.9526714291421
FDI45,OUT027,4900.895064317379
FDU01,OUT018,2997.808051586931
FDF35,OUT027,2754.279971558268
FDU43,OUT019,544.1413223582908
FDE24,OUT019,302.0410838167684
FDK50,OUT049,2577.603292406928
FDG31,OUT045,967.2784559056123
FDC60,OUT045,1382.6163092528386
FDL36,OUT013,1332.1109214664975
FDP21,OUT013,3062.0769728469
FDW16,OUT045,1366.4763167214844
FDX02,OUT017,3756.456679607099
FDQ58,OUT027,3726.6110627089893
FDT51,OUT046,1678.9431097173808
FDD59,OUT049,1291.4992460417034
NCM42,OUT018,1583.219288875608
FDA57,OUT018,584.9534883332883
FDZ48,OUT035,1676.166158519029
FDE46,OUT045,2522.8876199897136
NCZ30,OUT019,300.00907828808374
FDB56,OUT017,3072.4574270596354
FDA25,OUT027,2731.4043175962042
FDD20,OUT013,2006.252299194329
FDL25,OUT013,1406.9029133613592
NCO18,OUT049,2887.6657451663377
FDJ45,OUT017,622.4421963168542
FDR12,OUT035,2691.3307276028645
NCF19,OUT010,84.56091561428188
FDK25,OUT046,2570.7153328401855
NCR17,OUT046,2001.7967805090134
FDC52,OUT046,2484.2357732507844
NCA54,OUT017,3009.04402545213
FDR45,OUT010,527.7234732941101
NCM19,OUT049,2030.6170557354233
FDF39,OUT027,5078.076130053998
FDX23,OUT049,1523.7013831866052
FDD58,OUT027,2651.7351069199026
FDX28,OUT013,1578.395993763825
NCD31,OUT013,2581.8619726035927
FDU57,OUT018,2467.4034955297248
FDI27,OUT046,684.800816821996
NCM42,OUT046,1623.2126527533992
FDD32,OUT027,2305.3462092925356
FDI34,OUT013,3729.590754053459
NCM29,OUT049,2022.6661410640374
FDG46,OUT018,1680.238579156959
DRC01,OUT010,92.28510722036737
FDB15,OUT027,5570.101239620661
NCA17,OUT027,3598.6259670571435
FDF10,OUT046,2547.599589731505
FDR26,OUT027,5314.559717790108
FDI02,OUT049,1668.2926343720858
NCM54,OUT010,264.07160348434655
FDF14,OUT013,2481.9184766842836
FDJ33,OUT010,256.647928064311
FDM20,OUT035,3996.046826116761
FDC03,OUT027,5514.197102420765
NCX05,OUT046,1980.1811044195329
NCM41,OUT027,2491.8696932496814
NCU29,OUT010,420.56699692116274
FDQ59,OUT017,1330.2379290245935
FDH46,OUT010,216.49236136350592
FDH09,OUT013,726.6081353885926
NCD06,OUT045,741.1784978851372
FDC15,OUT035,2548.7941395784883
DRD37,OUT027,980.662652109011
FDT28,OUT027,3601.790920502278
FDR28,OUT027,4172.559356743714
FDT38,OUT017,1326.6393302764616
FDV34,OUT027,2123.7244998847063
FDY52,OUT035,960.4042766868832
FDB34,OUT013,1308.1931293717303
DRL23,OUT018,1577.9526714291421
DRB24,OUT046,2487.8093384194217
FDJ50,OUT046,814.2775603019899
FDQ49,OUT035,2436.1606575188216
FDP20,OUT035,1990.2457177366628
FDV19,OUT027,4194.095201381194
NCR54,OUT045,3061.469250793492
FDO09,OUT010,639.1647755337818
FDS57,OUT018,2022.0192367769416
FDN10,OUT049,1986.0933431011122
FDV23,OUT049,1993.9660097027604
FDY28,OUT049,3543.996736169671
DRG51,OUT013,2568.869685458332
FDD45,OUT019,236.62927241277737
NCL18,OUT027,5559.216056188352
NCM29,OUT013,2004.7776031802525
FDF17,OUT027,5581.543677229663
FDE22,OUT017,2616.571028475374
FDQ22,OUT017,626.7145271476619
FDS01,OUT013,2895.515699798751
FDW35,OUT027,1030.900532925314
FDJ33,OUT046,1997.1252504562397
NCF54,OUT035,2853.2771797993278
FDE09,OUT013,1605.9457508105363
NCE06,OUT045,2610.0986485578646
DRH49,OUT049,1286.9767752267041
FDY43,OUT045,2692.6019801148877
NCT05,OUT017,4061.464325491482
FDZ34,OUT045,3159.287017275377
FDL38,OUT017,1329.154651506932
FDZ31,OUT017,3067.8849095281294
FDR14,OUT035,859.8931895650236
NCN54,OUT049,1296.89893842667
NCC42,OUT027,3307.8415932738494
FDK08,OUT017,1569.062832045533
FDP59,OUT013,1617.7544516390717
FDV22,OUT035,2579.2387357729785
FDD33,OUT035,3719.2758152543643
DRE60,OUT027,5787.825526624597
FDK52,OUT046,3661.536686463556
FDA02,OUT017,2486.7970835315405
FDM56,OUT049,1608.4268136830203
FDE57,OUT035,2074.651052365229
FDM32,OUT045,1345.252952230013
NCQ30,OUT027,2979.872402638534
FDQ27,OUT027,2534.8498047243475
FDT60,OUT027,3261.842480356439
FDU43,OUT049,3945.4302624793227
NCO55,OUT035,1617.9460353069333
FDG02,OUT045,3060.34757182634
FDJ28,OUT013,3067.0815431973606
FDP40,OUT045,1676.166158519029
FDJ38,OUT045,3065.9103161148496
NCC54,OUT017,3803.56164954083
NCZ41,OUT046,1996.5339761211624
FDK38,OUT019,368.7336809268885
FDU52,OUT013,2509.547604039259
FDC40,OUT046,1237.563967267921
NCR30,OUT017,1142.796986059501
NCN18,OUT017,1689.7819578152669
FDB50,OUT035,1323.562329426699
FDG04,OUT013,3066.091316440357
FDR26,OUT035,2860.522178682331
NCT17,OUT018,2970.4087983593613
FDX35,OUT027,5478.718173129246
FDS12,OUT046,2185.380648566675
NCZ29,OUT027,3264.9546317598283
FDB38,OUT010,479.13192476323667
FDP12,OUT013,605.8354207231205
FDP22,OUT046,745.2593645697597
FDS26,OUT018,3786.1506323989156
FDR52,OUT046,3136.1567916507893
DRJ13,OUT046,2574.5120182384426
FDU48,OUT027,3393.0312796163275
FDE29,OUT035,928.9240717619475
NCT29,OUT049,1995.0385634118438
DRK37,OUT018,2991.499991343026
FDK55,OUT046,1327.0889348408548
FDR07,OUT046,1513.4135770367884
FDO21,OUT027,5132.989354699542
FDK46,OUT049,4172.661158996094
FDB12,OUT045,1617.9460353069333
FDT31,OUT027,5103.213768315006
FDJ33,OUT045,1966.9888893186753
FDC26,OUT027,2952.112839005203
NCQ02,OUT045,3056.3117565180187
FDP08,OUT010,549.1673989978484
FDB11,OUT027,5607.502521576049
FDV55,OUT013,2491.189236319832
FDW20,OUT049,2022.6454243687954
NCJ18,OUT019,331.8661848289931
FDC41,OUT018,1214.029219603515
FDE14,OUT027,2708.224777366131
FDG35,OUT013,2843.17359132001
FDF45,OUT035,867.0073497116059
FDS19,OUT027,2303.6231961397566
FDS58,OUT019,423.92345343416224
FDA26,OUT017,3666.121996343678
FDM32,OUT049,1324.1933240730723
FDL45,OUT046,2017.664233083346
FDZ55,OUT049,2535.5516239598514
FDY37,OUT049,2105.9269945239957
FDO46,OUT046,3120.048630532742
FDQ60,OUT046,1989.7344549587378
FDA19,OUT018,1912.9367386465863
FDL15,OUT046,2523.7959343707253
FDM10,OUT018,3338.032367559949
NCL05,OUT017,636.3770369576868
DRK49,OUT010,76.8514516579323
NCE18,OUT027,6102.286545302113
FDG40,OUT049,622.4421963168542
DRI59,OUT045,3755.7075440484005
FDK28,OUT035,4037.128706504063
NCD06,OUT019,80.89424092016412
FDO11,OUT019,548.1894285549913
FDK27,OUT046,2011.1288975591424
FDT43,OUT027,1231.3389901540913
FDD38,OUT018,1565.0256650467284
FDA16,OUT049,3814.3433960261987
FDL14,OUT027,3843.6730031244197
NCM17,OUT049,639.9600630538877
FDD20,OUT045,1992.5090632312306
FDA40,OUT045,1342.9040682197444
FDL43,OUT045,1309.9431799819138
FDV15,OUT045,1612.6079808543554
FDE52,OUT046,1341.2380989449603
NCL17,OUT010,365.72961680580784
NCJ31,OUT045,3843.4835462887695
FDR60,OUT045,1318.870910044905
NCA18,OUT035,1967.9016611675625
FDS21,OUT027,1776.2784958745312
FDW09,OUT035,1310.6234204911607
FDL26,OUT035,2504.2823268546185
FDS47,OUT018,1325.3752019330595
FDC39,OUT046,3372.489476077875
FDT51,OUT035,1676.166158519029
FDK40,OUT035,4114.599698564934
NCG19,OUT045,3652.3584949673123
FDZ07,OUT046,937.063086935875
FDF08,OUT027,2476.893190871492
FDO04,OUT013,843.8944425826932
FDK41,OUT018,1314.2043021322131
FDP15,OUT049,4017.0651835713943
NCD43,OUT018,1587.312161215608
NCP18,OUT013,2484.507095070761
FDZ51,OUT046,1475.61604818613
DRH13,OUT035,1613.8531629669335
FDF38,OUT045,634.7970733556176
NCI43,OUT045,741.1784978851372
FDM38,OUT027,1758.4927752436424
FDS03,OUT013,1034.73367593933
DRJ47,OUT017,2829.5253031267844
FDT50,OUT010,200.6240903761826
FDV02,OUT046,2829.321865286317
NCG18,OUT017,1630.7035781208926
FDW52,OUT046,2601.992580667096
FDS40,OUT035,626.0277296523668
FDN31,OUT017,3067.8849095281294
FDA37,OUT045,1965.087233783977
FDA15,OUT046,4016.414149193844
FDL39,OUT046,3046.305953173175
FDJ53,OUT045,1962.334235855877
FDX22,OUT013,3658.510289071166
NCZ42,OUT045,3894.8131314248144
FDD56,OUT027,4952.051320572948
FDD40,OUT017,3093.516865046291
FDS50,OUT013,3762.1731155822786
NCN14,OUT013,3082.3697823533394
FDT15,OUT013,3092.8809762543638
NCS18,OUT027,2578.1943994145545
NCO26,OUT010,262.27602243568236
FDF58,OUT018,918.7547465523137
NCB19,OUT013,1338.2438077590548
FDH26,OUT017,2037.4839128581232
DRB24,OUT027,3518.807169708557
FDA49,OUT018,1304.1440129830237
FDB32,OUT045,1507.5733539716605
FDI36,OUT017,3092.9667592907836
NCA17,OUT010,447.7686732374225
FDH22,OUT013,1983.9977542996658
NCM26,OUT018,2420.5304730995695
FDT15,OUT027,5401.384705588663
FDB16,OUT018,1313.2257277134916
NCP54,OUT027,3281.4650923019813
FDJ36,OUT013,1601.4777868987856
FDO28,OUT045,1959.598093821173
FDU09,OUT013,826.0594018210085
FDF29,OUT017,2019.6822129242296
FDY08,OUT013,2026.317393523012
DRJ59,OUT018,573.3497897264825
FDT23,OUT027,2296.505721770192
FDU15,OUT018,575.2909785232632
FDT47,OUT013,1564.9101215493167
FDI53,OUT019,389.7201289864674
FDR59,OUT018,3887.250758291076
FDD53,OUT035,636.3770369576868
FDY51,OUT017,3664.8402395736607
FDT04,OUT049,626.7145271476619
FDU51,OUT049,2890.8833523513877
FDG14,OUT035,2496.2589384399807
NCU06,OUT045,3682.072397013472
DRG25,OUT046,3151.6748028402494
DRH49,OUT035,1328.4521298719067
FDN15,OUT035,2015.1834766435618
FDL43,OUT018,1216.8195420896964
NCT18,OUT049,3198.0139884170994
NCB31,OUT013,3853.8653539512325
FDK57,OUT035,1973.8736724345538
FDY04,OUT019,349.6546697973426
NCP54,OUT046,2013.0095796205483
FDF41,OUT013,3858.6020686200545
FDM01,OUT045,1604.324999121993
FDW03,OUT045,1617.9460353069333
FDF28,OUT045,1982.8732184829832
FDY37,OUT017,2104.89158881918
FDQ03,OUT017,3776.115839828747
FDP51,OUT027,3049.4696533394967
FDJ40,OUT017,1675.6614263015892
FDC32,OUT049,1466.8648531096728
DRI49,OUT027,2426.0499311117737
NCW54,OUT017,852.9190918156777
FDF09,OUT017,630.3000604831744
FDP45,OUT018,3731.070927899643
DRJ23,OUT018,2973.535547510118
FDS59,OUT017,1683.5218261911175
FDY08,OUT046,2040.971094103551
FDX16,OUT049,2511.443462221133
FDY16,OUT018,2999.4987209336996
FDK32,OUT035,2483.4226239843356
FDQ22,OUT013,614.3422772955042
NCC31,OUT018,2441.4819588838523
FDG58,OUT049,2559.904841858649
DRF48,OUT013,3081.3534529997187
DRH36,OUT049,1076.7280454173945
NCR30,OUT035,1236.6764821323652
FDB03,OUT019,573.9329442351041
FDZ28,OUT027,3450.671323375616
FDR35,OUT017,3071.901961700857
DRD15,OUT027,5727.080965650962
FDJ33,OUT019,273.9608737800322
FDA56,OUT010,226.0976411178802
FDP56,OUT046,742.7813305699005
NCT30,OUT046,741.1784978851372
FDK15,OUT017,1574.1230319787223
FDH44,OUT018,2402.6514350354464
FDV01,OUT013,2545.6602412960765
DRG03,OUT017,2499.6836643689026
FDG50,OUT027,2635.024177944414
FDR16,OUT010,669.7234376870524
FDZ60,OUT046,1613.8531629669335
DRG03,OUT045,2520.5433672391855
FDS56,OUT018,3868.3888129880447
FDU33,OUT045,678.5471864514938
DRD27,OUT035,1550.9857471023424
FDW22,OUT046,3753.4736479329686
DRA24,OUT045,2596.9983347094203
FDF38,OUT049,630.0824027604639
FDX48,OUT013,2512.83267422742
FDS58,OUT018,2474.962407162992
FDC32,OUT046,1471.8721027241054
NCQ29,OUT045,4052.2850944827037
DRK39,OUT018,1308.244366821087
NCS38,OUT017,1976.5777322963156
DRO47,OUT013,1663.0346203012502
DRG27,OUT027,958.2975834033656
FDC57,OUT027,5584.996355427887
FDS55,OUT046,2510.103709883941
NCJ06,OUT018,1921.1194277175089
FDO01,OUT019,273.60316756480205
NCM55,OUT045,3083.1014163320256
FDC52,OUT049,2484.2357732507844
FDQ15,OUT045,1315.7118006681794
NCT30,OUT027,1179.6188329173012
NCR42,OUT027,915.4363449209803
FDD28,OUT035,867.0073497116059
FDQ34,OUT049,1620.3520000568706
FDZ12,OUT027,3216.257014777216
DRE13,OUT019,208.17966417100914
NCN07,OUT019,276.0752907589967
FDM28,OUT035,2966.565598888678
FDI10,OUT017,2818.8633311542367
FDQ25,OUT013,2654.206218336012
FDA38,OUT010,736.4329912878281
DRI13,OUT049,3766.068066451249
FDY20,OUT027,2497.8680835264577
NCZ53,OUT035,3078.9206497597424
NCM31,OUT013,2341.276392282749
DRB01,OUT017,3082.1568193304875
DRF37,OUT046,4133.188646841585
NCF42,OUT049,2890.8833523513877
FDF16,OUT018,2436.0183711559566
FDB41,OUT013,726.6081353885926
FDR34,OUT013,3819.9547303340914
FDR15,OUT018,2438.7636689848737
NCV42,OUT019,287.49633829215946
FDW51,OUT035,3516.856465122794
FDU36,OUT017,1546.851019473022
FDX60,OUT049,1291.6532443274682
FDY03,OUT035,1766.5689402275434
FDW55,OUT045,4054.5993038450233
FDT01,OUT010,559.6399491623131
FDG58,OUT013,2563.229675377145
FDK21,OUT017,3965.258859786377
NCS41,OUT019,441.5361905363319
FDS10,OUT045,2969.686869687727
NCT53,OUT046,2598.6828000678133
FDJ28,OUT018,2965.836280827854
FDX44,OUT045,1331.1602409432055
FDT20,OUT018,575.2909785232632
FDO44,OUT017,1614.5399000715056
NCX17,OUT049,3773.481874396761
FDY01,OUT017,2012.4577436759243
FDJ12,OUT027,5533.01020407686
DRK35,OUT018,573.3497897264825
FDD47,OUT019,348.2745220391369
NCM53,OUT035,1621.8743969665077
FDO45,OUT013,1313.1744902641349
NCM42,OUT010,270.1524565156162
FDE04,OUT046,2890.791694710165
NCI30,OUT027,5999.839083343544
FDZ19,OUT013,2810.395168560911
FDW57,OUT013,2844.535921648438
FDA25,OUT013,1599.128902888517
FDT22,OUT046,862.0148374193392
FDP51,OUT013,1965.2263232481803
FDD48,OUT027,2989.412612146284
FDY39,OUT035,3104.695323806844
FDO48,OUT010,565.4613022739575
FDD23,OUT027,5377.4131295398365
DRN35,OUT027,945.0226752728919
FDT01,OUT035,3531.1409679594735
FDC20,OUT010,173.9621476866762
DRJ35,OUT035,958.6953710200463
FDB32,OUT046,1486.3802214297984
FDL24,OUT046,2830.8387658154893
NCV42,OUT035,1685.525648305495
FDZ46,OUT046,1613.8531629669335
FDC15,OUT013,2544.60932932374
FDD08,OUT019,99.58989324727567
FDY50,OUT049,1336.2867783699144
FDD36,OUT013,1992.0419774852426
FDG57,OUT027,1225.9734549199777
FDL21,OUT018,588.539021668801
FDN16,OUT027,2609.7932926330295
FDJ09,OUT027,978.1234642955324
FDS01,OUT010,464.3805372916924
FDV33,OUT017,4098.998351034243
DRE12,OUT017,1976.5777322963156
FDR07,OUT013,1531.7818647457698
FDP48,OUT010,403.7748578713786
NCB55,OUT035,865.2984440447689
FDQ08,OUT013,867.1281416118375
FDR34,OUT035,3871.7367201575357
FDO33,OUT046,1671.0076677330778
FDP13,OUT045,626.7145271476619
FDX12,OUT049,3967.2259506026735
NCT06,OUT049,2626.8513984681463
FDR16,OUT019,539.9959543778458
FDE36,OUT046,2656.9619571025014
FDZ36,OUT049,3204.465595172024
FDV13,OUT045,1340.1734853158694
NCZ17,OUT035,622.4421963168542
FDU56,OUT045,3078.152966719511
FDM09,OUT035,2749.6389325286596
FDV02,OUT017,2837.02753227836
FDS34,OUT018,1667.4602208218937
FDA11,OUT049,1494.5711851006092
FDP09,OUT017,3652.7285384971697
FDB29,OUT027,2999.345355790811
FDT19,OUT017,2796.475924832906
DRH15,OUT017,639.9600630538877
FDY38,OUT046,3688.702468847665
FDF14,OUT027,3586.8331120487587
FDN48,OUT010,219.3442256548302
FDQ12,OUT013,3851.00751917571
NCJ43,OUT045,2819.8666334639092
FDE17,OUT019,321.13031061199075
FDB05,OUT035,3910.6091039310504
FDH10,OUT045,2781.086975682146
NCR06,OUT017,638.3597376084361
FDU32,OUT018,1930.9234480820583
FDD56,OUT049,2854.4377915536274
FDO36,OUT018,2912.842245102484
FDH16,OUT010,197.29573989147377
FDX10,OUT018,571.0186476924556
FDZ37,OUT017,1346.6514510881161
FDU31,OUT010,515.1053259949922
DRC49,OUT049,2084.6108788794277
FDL15,OUT045,2505.051996414748
FDN32,OUT019,547.2724695373151
DRH59,OUT027,2019.2178336972086
NCU29,OUT049,2481.256592688313
FDR37,OUT019,510.8610210137589
FDS14,OUT018,2443.7509872295323
FDU02,OUT027,5633.841976266832
FDJ08,OUT035,3079.8889787073117
NCZ06,OUT045,3841.024574296917
FDO31,OUT049,1297.0990775733821
FDH31,OUT018,1548.4708434620452
FDS58,OUT017,2562.2452739575815
NCA53,OUT027,1228.9523742135211
FDF50,OUT046,3127.3255095865543
NCW42,OUT049,3698.5411051127103
NCQ17,OUT045,2554.7039827569715
FDK51,OUT018,3954.4933809867616
NCW41,OUT010,391.9752809842347
NCR29,OUT017,849.5739280370067
FDB08,OUT019,337.68632133616126
FDA40,OUT027,2459.3200649724404
FDL14,OUT018,2446.9123165249384
FDB47,OUT046,3541.087829359441
FDO03,OUT035,3873.478748218824
DRK13,OUT019,527.1053707842048
FDX13,OUT010,500.8869596167873
FDF52,OUT046,3156.415378228717
FDT11,OUT013,3071.6540607288666
FDB08,OUT013,2525.0484069332147
FDQ28,OUT018,2443.887396413988
FDD29,OUT045,4073.424108144523
NCQ29,OUT027,6102.3394697785425
NCO02,OUT013,1050.9704789946475
FDR56,OUT010,503.44107795932575
NCM54,OUT049,1999.2869740492624
FDP51,OUT035,1967.7166296578644
FDT38,OUT013,1310.6591690336645
FDZ20,OUT018,3789.986316133846
FDJ53,OUT013,1971.8459170749525
FDX13,OUT049,4002.977252446628
FDP58,OUT035,3654.1899070809372
NCK31,OUT019,153.51700568717212
FDA35,OUT018,1908.6375514716085
FDV37,OUT018,3053.2756253582975
NCO07,OUT027,5038.8006140769485
FDA20,OUT045,3061.8745008065284
FDZ59,OUT035,2646.8919087106997
NCY17,OUT017,665.6482004827419
FDQ28,OUT035,2516.296588569101
FDV35,OUT017,2542.5678384170988
FDQ36,OUT013,603.5042786890934
FDD34,OUT018,2495.6297860252635
FDK51,OUT045,4267.1441772073
FDV31,OUT035,2823.0900467286747
FDR04,OUT035,1516.1248929597098
FDR14,OUT049,847.2039413134466
DRC36,OUT010,392.93472711997725
FDE39,OUT019,285.8755195719847
FDP57,OUT049,1615.2310019459412
FDE57,OUT046,2073.848938987886
NCN18,OUT046,1685.128199246755
NCQ05,OUT018,2408.3057446344596
FDW47,OUT035,1982.5909445435714
FDV46,OUT035,2018.342717397041
NCP29,OUT045,937.063086935875
FDE09,OUT018,1602.8887359257105
NCU06,OUT027,5724.406070018812
FDT19,OUT010,371.90518422161716
DRF15,OUT017,2493.0015231198313
DRI51,OUT013,2669.584142942139
NCX54,OUT013,1622.1094288599231
DRE01,OUT013,3983.8691772508905
NCB07,OUT045,3061.469250793492
FDU50,OUT035,1965.1486632394624
FDG40,OUT035,622.4421963168542
FDW10,OUT018,2621.2403150995356
FDX51,OUT013,3072.622389676437
NCP17,OUT045,978.0970341926018
FDP21,OUT035,3073.916079409282
FDL04,OUT045,1617.9460353069333
FDV23,OUT013,1974.5820591096565
FDF24,OUT046,1305.8210321627716
FDH56,OUT027,3096.120717038955
FDB51,OUT049,924.8067459333718
FDI58,OUT027,2616.978492299291
FDR20,OUT013,726.6081353885926
FDC51,OUT018,1927.5002296329892
FDB16,OUT027,2394.3550027177307
FDE40,OUT049,899.0117556002255
NCM17,OUT035,639.9600630538877
FDU56,OUT035,3089.636371384215
FDS32,OUT019,272.3586188091739
FDX02,OUT049,3771.8543510501495
FDT39,OUT027,4220.707544210682
FDE35,OUT017,862.0148374193392
NCI42,OUT019,523.1230142858337
DRL23,OUT046,1617.9460353069333
FDA10,OUT046,2002.9588458925348
FDA11,OUT013,1501.3248841177442
NCM06,OUT046,2534.1832201961956
NCT05,OUT035,4163.509368947411
NCQ02,OUT010,515.4222675077242
NCY06,OUT049,1998.482498556155
FDY56,OUT035,3767.3471303755
FDL02,OUT035,1617.9460353069333
NCI06,OUT035,2863.1277656873654
FDQ14,OUT045,2484.6861668058446
FDQ12,OUT017,3871.0680961323233
FDP36,OUT046,742.7813305699005
FDK21,OUT027,5969.556170423458
FDO40,OUT045,2492.1654155773854
NCK54,OUT019,258.31086947686134
FDY09,OUT018,2757.727630856093
NCW30,OUT049,3954.8332755396254
NCC55,OUT027,917.975532734459
FDE58,OUT018,1893.4677244527547
FDR39,OUT013,3092.668784539936
FDU28,OUT049,3170.74780624668
FDH08,OUT017,3798.7509757664984
FDG35,OUT045,2854.275617095542
FDG22,OUT049,622.4421963168542
FDC34,OUT035,2597.6107188397345
FDP15,OUT018,3865.396019568359
FDK34,OUT010,533.4436691378213
FDU45,OUT035,1988.846886620048
FDQ04,OUT027,948.0913134831021
FDX22,OUT018,3453.3548849205604
FDB45,OUT017,1618.6327724115056
NCH43,OUT027,5503.640583069312
DRE60,OUT046,3800.5929132366027
FDD17,OUT027,5852.7942916893135
NCM54,OUT017,1998.251568344447
NCH55,OUT013,1996.6164544460817
NCT06,OUT017,2611.5617201597083
FDA48,OUT027,5475.580994276222
FDY58,OUT027,5764.091406927578
FDO25,OUT045,3536.3470282362546
FDN50,OUT045,1500.3663056511502
FDH35,OUT035,2671.8505162809615
FDK09,OUT045,3667.3371850846784
FDO16,OUT013,1323.1037361318051
FDW11,OUT045,1049.9536895619774
FDU47,OUT027,3351.628926188753
NCQ42,OUT010,259.25340945217073
FDK55,OUT027,2507.4612912404614
FDN08,OUT049,1981.0363564501997
FDT57,OUT045,3889.2995033122447
FDJ12,OUT018,3369.1779610313224
DRL59,OUT017,777.7278144227955
NCN53,OUT046,622.4421963168542
FDO51,OUT010,78.24326033549893
FDK56,OUT017,3072.4574270596354
FDY12,OUT035,777.7278144227955
FDU15,OUT035,622.4421963168542
FDQ19,OUT046,3921.382007465121
DRF15,OUT045,2512.8242948732222
DRE25,OUT019,227.8506985939314
FDK57,OUT018,1893.7125285478644
FDD33,OUT010,564.878101352222
FDR34,OUT027,5640.191084571993
